team,service,model,month,api_calls,tokens_used,cost
Sales,Google,gemini-1.5-pro,2024-11,448,1530167,27.54
Sales,Google,gemini-1.5-flash,2024-11,459,1277024,5.11
Sales,Cohere,command-r-plus,2024-11,463,1451951,17.42
Sales,Cohere,embed-v3,2024-11,286,776590,0.08
Design,OpenAI,gpt-4-turbo,2024-11,402,953146,28.59
Design,OpenAI,gpt-4o,2024-11,385,1154961,17.32
Design,OpenAI,text-embedding-ada-002,2024-11,283,805878,0.08
Design,Anthropic,claude-3-sonnet,2024-11,1116,3067151,46.01
Design,Anthropic,claude-3-haiku,2024-11,678,1365192,4.1
Design,Google,gemini-1.5-pro,2024-11,87,294868,5.31
Design,Google,gemini-1.5-flash,2024-11,80,236123,0.94
Data,OpenAI,gpt-4-turbo,2024-11,925,2296317,68.89
Data,OpenAI,gpt-4o,2024-11,1343,4154291,62.31
Data,OpenAI,text-embedding-ada-002,2024-11,841,2222807,0.22
Data,Anthropic,claude-3-sonnet,2024-11,2152,5856313,87.84
Data,Anthropic,claude-3-haiku,2024-11,3292,7169165,21.51
Data,Google,gemini-1.5-pro,2024-11,261,677753,12.2
Data,Google,gemini-1.5-flash,2024-11,375,1308705,5.23
Data,Cohere,command-r-plus,2024-11,218,684849,8.22
Data,Cohere,embed-v3,2024-11,276,714477,0.07
Support,OpenAI,gpt-4-turbo,2024-11,2561,8650135,259.5
Support,OpenAI,gpt-4o,2024-11,2823,8089825,121.35
Support,Anthropic,claude-3-sonnet,2024-11,5485,17449560,261.74
Support,Anthropic,claude-3-haiku,2024-11,5103,14523704,43.57
Support,Google,gemini-1.5-pro,2024-11,549,1638735,29.5
Support,Google,gemini-1.5-flash,2024-11,506,1157419,4.63
Support,Cohere,command-r-plus,2024-11,750,1614529,19.37
Engineering,OpenAI,gpt-4-turbo,2024-12,1812,4224277,126.73
Engineering,OpenAI,gpt-4o,2024-12,1306,2682560,40.24
Engineering,OpenAI,text-embedding-ada-002,2024-12,1453,4795125,0.48
Engineering,Anthropic,claude-3-sonnet,2024-12,4238,14518068,217.77
Engineering,Anthropic,claude-3-haiku,2024-12,5113,13574612,40.72
Engineering,Google,gemini-1.5-pro,2024-12,510,1415274,25.47
Engineering,Google,gemini-1.5-flash,2024-12,563,1364567,5.46
Engineering,Cohere,command-r-plus,2024-12,444,1483466,17.8
Engineering,Cohere,embed-v3,2024-12,618,2063401,0.21
Marketing,OpenAI,gpt-4-turbo,2024-12,859,2723500,81.7
Marketing,OpenAI,gpt-4o,2024-12,889,2441469,36.62
Marketing,OpenAI,text-embedding-ada-002,2024-12,742,2141928,0.21
Marketing,Anthropic,claude-3-sonnet,2024-12,1978,4939752,74.1
Marketing,Anthropic,claude-3-haiku,2024-12,2956,6830174,20.49
Marketing,Google,gemini-1.5-pro,2024-12,181,380735,6.85
Marketing,Google,gemini-1.5-flash,2024-12,308,850197,3.4
Marketing,Cohere,command-r-plus,2024-12,230,739753,8.88
Marketing,Cohere,embed-v3,2024-12,292,729499,0.07
Sales,OpenAI,gpt-4-turbo,2024-12,1511,4769749,143.09
Sales,OpenAI,gpt-4o,2024-12,1479,3294313,49.41
Sales,OpenAI,text-embedding-ada-002,2024-12,1659,4659536,0.47
Sales,Anthropic,claude-3-sonnet,2024-12,3179,8385700,125.79
Sales,Anthropic,claude-3-haiku,2024-12,2641,5788544,17.37
Sales,Google,gemini-1.5-pro,2024-12,423,846007,15.23
Sales,Google,gemini-1.5-flash,2024-12,347,965966,3.86
Sales,Cohere,command-r-plus,2024-12,267,923717,11.08
Sales,Cohere,embed-v3,2024-12,305,749170,0.07
Design,OpenAI,gpt-4-turbo,2024-12,318,745908,22.38
Design,OpenAI,gpt-4o,2024-12,253,782786,11.74
Design,OpenAI,text-embedding-ada-002,2024-12,462,1079435,0.11
Design,Anthropic,claude-3-sonnet,2024-12,1070,3330743,49.96
Design,Anthropic,claude-3-haiku,2024-12,1178,3102785,9.31
Design,Google,gemini-1.5-pro,2024-12,85,211475,3.81
Design,Google,gemini-1.5-flash,2024-12,109,351543,1.41
Data,OpenAI,gpt-4-turbo,2024-12,912,2331447,69.94
Data,OpenAI,gpt-4o,2024-12,1400,4494056,67.41
Data,OpenAI,text-embedding-ada-002,2024-12,1456,4559278,0.46
Data,Anthropic,claude-3-sonnet,2024-12,2851,8227862,123.42
Data,Anthropic,claude-3-haiku,2024-12,3341,7075181,21.23
Data,Google,gemini-1.5-pro,2024-12,312,955962,17.21
Data,Google,gemini-1.5-flash,2024-12,243,770540,3.08
Data,Cohere,command-r-plus,2024-12,320,1097066,13.16
Data,Cohere,embed-v3,2024-12,221,529955,0.05
Support,OpenAI,gpt-4-turbo,2024-12,2394,5852946,175.59
Support,OpenAI,gpt-4o,2024-12,2547,7993779,119.91
Support,Anthropic,claude-3-sonnet,2024-12,4640,12856427,192.85
Support,Anthropic,claude-3-haiku,2024-12,6126,15645320,46.94
Support,Google,gemini-1.5-pro,2024-12,767,2486046,44.75
Support,Google,gemini-1.5-flash,2024-12,681,2091684,8.37
Support,Cohere,command-r-plus,2024-12,595,2011987,24.14
Engineering,OpenAI,gpt-4-turbo,2025-01,2047,6332336,189.97
Engineering,OpenAI,gpt-4o,2025-01,2231,5379180,80.69
Engineering,OpenAI,text-embedding-ada-002,2025-01,2171,4977801,0.5
Engineering,Anthropic,claude-3-sonnet,2025-01,4490,11240336,168.61
Engineering,Anthropic,claude-3-haiku,2025-01,6371,20927497,62.78
Engineering,Google,gemini-1.5-pro,2025-01,554,1712184,30.82
Engineering,Google,gemini-1.5-flash,2025-01,513,1754786,7.02
Engineering,Cohere,command-r-plus,2025-01,493,1267392,15.21
Engineering,Cohere,embed-v3,2025-01,394,1252647,0.13
Marketing,OpenAI,gpt-4-turbo,2025-01,1045,2692476,80.77
Marketing,OpenAI,gpt-4o,2025-01,655,2134314,32.01
Marketing,OpenAI,text-embedding-ada-002,2025-01,647,1976940,0.2
Marketing,Anthropic,claude-3-sonnet,2025-01,3173,8429049,126.44
Marketing,Anthropic,claude-3-haiku,2025-01,2081,6362254,19.09
Marketing,Google,gemini-1.5-pro,2025-01,294,828975,14.92
Marketing,Google,gemini-1.5-flash,2025-01,316,656490,2.63
Marketing,Cohere,command-r-plus,2025-01,248,763264,9.16
Marketing,Cohere,embed-v3,2025-01,301,682933,0.07
Sales,OpenAI,gpt-4-turbo,2025-01,1622,4588736,137.66
Sales,OpenAI,gpt-4o,2025-01,1289,2832671,42.49
Sales,OpenAI,text-embedding-ada-002,2025-01,1676,3747384,0.37
Sales,Anthropic,claude-3-sonnet,2025-01,3288,8006504,120.1
Sales,Anthropic,claude-3-haiku,2025-01,4539,13658098,40.97
Sales,Google,gemini-1.5-pro,2025-01,437,1038181,18.69
Sales,Google,gemini-1.5-flash,2025-01,399,1140189,4.56
Sales,Cohere,command-r-plus,2025-01,445,1494813,17.94
Sales,Cohere,embed-v3,2025-01,262,788889,0.08
Design,OpenAI,gpt-4-turbo,2025-01,268,756641,22.7
Design,OpenAI,gpt-4o,2025-01,319,784792,11.77
Design,OpenAI,text-embedding-ada-002,2025-01,334,979267,0.1
Design,Anthropic,claude-3-sonnet,2025-01,891,2761252,41.42
Design,Anthropic,claude-3-haiku,2025-01,933,1961660,5.88
Design,Google,gemini-1.5-pro,2025-01,115,279293,5.03
Design,Google,gemini-1.5-flash,2025-01,95,287675,1.15
Data,OpenAI,gpt-4-turbo,2025-01,1030,2147424,64.42
Data,OpenAI,gpt-4o,2025-01,1059,3618256,54.27
Data,OpenAI,text-embedding-ada-002,2025-01,1243,3737972,0.37
Data,Anthropic,claude-3-sonnet,2025-01,3339,7674652,115.12
Data,Anthropic,claude-3-haiku,2025-01,2942,9197897,27.59
Data,Google,gemini-1.5-pro,2025-01,235,567943,10.22
Data,Google,gemini-1.5-flash,2025-01,267,707023,2.83
Data,Cohere,command-r-plus,2025-01,398,836299,10.04
Data,Cohere,embed-v3,2025-01,312,707942,0.07
Support,OpenAI,gpt-4-turbo,2025-01,2938,6375328,191.26
Support,OpenAI,gpt-4o,2025-01,2159,6707640,100.61
Support,Anthropic,claude-3-sonnet,2025-01,6946,18296409,274.45
Support,Anthropic,claude-3-haiku,2025-01,5617,14584083,43.75
Support,Google,gemini-1.5-pro,2025-01,531,1225547,22.06
Support,Google,gemini-1.5-flash,2025-01,612,1470513,5.88
Support,Cohere,command-r-plus,2025-01,539,1608987,19.31
Engineering,OpenAI,gpt-4-turbo,2025-02,2384,6926606,207.8
Engineering,OpenAI,gpt-4o,2025-02,1388,2933365,44.0
Engineering,OpenAI,text-embedding-ada-002,2025-02,2365,5784639,0.58
Engineering,Anthropic,claude-3-sonnet,2025-02,3795,11000061,165.0
Engineering,Anthropic,claude-3-haiku,2025-02,5397,16043970,48.13
Engineering,Google,gemini-1.5-pro,2025-02,432,873791,15.73
Engineering,Google,gemini-1.5-flash,2025-02,642,1525610,6.1
Engineering,Cohere,command-r-plus,2025-02,555,1698269,20.38
Engineering,Cohere,embed-v3,2025-02,535,1321108,0.13
Marketing,OpenAI,gpt-4-turbo,2025-02,802,2322994,69.69
Marketing,OpenAI,gpt-4o,2025-02,1134,3878394,58.18
Marketing,OpenAI,text-embedding-ada-002,2025-02,710,1584892,0.16
Marketing,Anthropic,claude-3-sonnet,2025-02,3182,9879482,148.19
Marketing,Anthropic,claude-3-haiku,2025-02,3089,7116898,21.35
Marketing,Google,gemini-1.5-pro,2025-02,264,805651,14.5
Marketing,Google,gemini-1.5-flash,2025-02,278,726199,2.9
Marketing,Cohere,command-r-plus,2025-02,178,511641,6.14
Marketing,Cohere,embed-v3,2025-02,214,572531,0.06
Sales,OpenAI,gpt-4-turbo,2025-02,1779,4622825,138.68
Sales,OpenAI,gpt-4o,2025-02,1680,3835122,57.53
Sales,OpenAI,text-embedding-ada-002,2025-02,1540,5336886,0.53
Sales,Anthropic,claude-3-sonnet,2025-02,2868,5771792,86.58
Sales,Anthropic,claude-3-haiku,2025-02,3618,7738678,23.22
Sales,Google,gemini-1.5-pro,2025-02,433,1459999,26.28
Sales,Google,gemini-1.5-flash,2025-02,361,862092,3.45
Sales,Cohere,command-r-plus,2025-02,362,1116832,13.4
Sales,Cohere,embed-v3,2025-02,265,764307,0.08
Design,OpenAI,gpt-4-turbo,2025-02,397,1173743,35.21
Design,OpenAI,gpt-4o,2025-02,314,964318,14.46
Design,OpenAI,text-embedding-ada-002,2025-02,280,643693,0.06
Design,Anthropic,claude-3-sonnet,2025-02,1232,3829160,57.44
Design,Anthropic,claude-3-haiku,2025-02,711,1686893,5.06
Design,Google,gemini-1.5-pro,2025-02,83,199715,3.59
Design,Google,gemini-1.5-flash,2025-02,85,177972,0.71
Data,OpenAI,gpt-4-turbo,2025-02,1134,3514379,105.43
Data,OpenAI,gpt-4o,2025-02,1237,3722513,55.84
Data,OpenAI,text-embedding-ada-002,2025-02,870,2981695,0.3
Data,Anthropic,claude-3-sonnet,2025-02,3778,12118446,181.78
Data,Anthropic,claude-3-haiku,2025-02,3749,12743097,38.23
Data,Google,gemini-1.5-pro,2025-02,322,740736,13.33
Data,Google,gemini-1.5-flash,2025-02,336,1046412,4.19
Data,Cohere,command-r-plus,2025-02,358,996018,11.95
Data,Cohere,embed-v3,2025-02,232,593147,0.06
Support,OpenAI,gpt-4-turbo,2025-02,2913,8379749,251.39
Support,OpenAI,gpt-4o,2025-02,2379,5717403,85.76
Support,Anthropic,claude-3-sonnet,2025-02,5785,19339365,290.09
Support,Anthropic,claude-3-haiku,2025-02,6908,21974904,65.92
Support,Google,gemini-1.5-pro,2025-02,610,1796676,32.34
Support,Google,gemini-1.5-flash,2025-02,533,1630015,6.52
Support,Cohere,command-r-plus,2025-02,600,1598290,19.18
Engineering,OpenAI,gpt-4-turbo,2025-03,2058,7006298,210.19
Engineering,OpenAI,gpt-4o,2025-03,1394,4512538,67.69
Engineering,OpenAI,text-embedding-ada-002,2025-03,1653,4406698,0.44
Engineering,Anthropic,claude-3-sonnet,2025-03,3637,8916356,133.75
Engineering,Anthropic,claude-3-haiku,2025-03,5108,10646421,31.94
Engineering,Google,gemini-1.5-pro,2025-03,507,1719067,30.94
Engineering,Google,gemini-1.5-flash,2025-03,389,1224051,4.9
Engineering,Cohere,command-r-plus,2025-03,482,1437690,17.25
Engineering,Cohere,embed-v3,2025-03,436,976307,0.1
Marketing,OpenAI,gpt-4-turbo,2025-03,752,1583514,47.51
Marketing,OpenAI,gpt-4o,2025-03,766,2295188,34.43
Marketing,OpenAI,text-embedding-ada-002,2025-03,1160,3736578,0.37
Marketing,Anthropic,claude-3-sonnet,2025-03,2833,6135280,92.03
Marketing,Anthropic,claude-3-haiku,2025-03,2227,5488909,16.47
Marketing,Google,gemini-1.5-pro,2025-03,216,598861,10.78
Marketing,Google,gemini-1.5-flash,2025-03,260,659185,2.64
Marketing,Cohere,command-r-plus,2025-03,232,752337,9.03
Marketing,Cohere,embed-v3,2025-03,299,736046,0.07
Sales,OpenAI,gpt-4-turbo,2025-03,1768,6062865,181.89
Sales,OpenAI,gpt-4o,2025-03,1269,3212647,48.19
Sales,OpenAI,text-embedding-ada-002,2025-03,1421,4847999,0.48
Sales,Anthropic,claude-3-sonnet,2025-03,4688,10097257,151.46
Sales,Anthropic,claude-3-haiku,2025-03,3578,10125943,30.38
Sales,Google,gemini-1.5-pro,2025-03,383,877374,15.79
Sales,Google,gemini-1.5-flash,2025-03,464,1399150,5.6
Sales,Cohere,command-r-plus,2025-03,460,1512547,18.15
Sales,Cohere,embed-v3,2025-03,439,1167220,0.12
Design,OpenAI,gpt-4-turbo,2025-03,402,900700,27.02
Design,OpenAI,gpt-4o,2025-03,417,946122,14.19
Design,OpenAI,text-embedding-ada-002,2025-03,421,986991,0.1
Design,Anthropic,claude-3-sonnet,2025-03,785,1764622,26.47
Design,Anthropic,claude-3-haiku,2025-03,715,2200848,6.6
Design,Google,gemini-1.5-pro,2025-03,116,321598,5.79
Design,Google,gemini-1.5-flash,2025-03,81,172151,0.69
Data,OpenAI,gpt-4-turbo,2025-03,839,1886594,56.6
Data,OpenAI,gpt-4o,2025-03,1457,3441878,51.63
Data,OpenAI,text-embedding-ada-002,2025-03,1077,2324185,0.23
Data,Anthropic,claude-3-sonnet,2025-03,2656,7380590,110.71
Data,Anthropic,claude-3-haiku,2025-03,3393,8034720,24.1
Data,Google,gemini-1.5-pro,2025-03,234,605252,10.89
Data,Google,gemini-1.5-flash,2025-03,267,621931,2.49
Data,Cohere,command-r-plus,2025-03,406,1187326,14.25
Data,Cohere,embed-v3,2025-03,329,863185,0.09
Support,OpenAI,gpt-4-turbo,2025-03,2260,6353667,190.61
Support,OpenAI,gpt-4o,2025-03,2639,8057445,120.86
Support,Anthropic,claude-3-sonnet,2025-03,5119,14078115,211.17
Support,Anthropic,claude-3-haiku,2025-03,6038,19960362,59.88
Support,Google,gemini-1.5-pro,2025-03,687,1922745,34.61
Support,Google,gemini-1.5-flash,2025-03,490,1425143,5.7
Support,Cohere,command-r-plus,2025-03,491,1230352,14.76
Engineering,OpenAI,gpt-4-turbo,2025-04,1505,4572356,137.17
Engineering,OpenAI,gpt-4o,2025-04,1578,4083531,61.25
Engineering,OpenAI,text-embedding-ada-002,2025-04,2371,5468651,0.55
Engineering,Anthropic,claude-3-sonnet,2025-04,5199,13667690,205.02
Engineering,Anthropic,claude-3-haiku,2025-04,3678,11729646,35.19
Engineering,Google,gemini-1.5-pro,2025-04,383,1038459,18.69
Engineering,Google,gemini-1.5-flash,2025-04,536,1577254,6.31
Engineering,Cohere,command-r-plus,2025-04,576,1370827,16.45
Engineering,Cohere,embed-v3,2025-04,365,1126085,0.11
Marketing,OpenAI,gpt-4-turbo,2025-04,978,3182584,95.48
Marketing,OpenAI,gpt-4o,2025-04,1143,3731882,55.98
Marketing,OpenAI,text-embedding-ada-002,2025-04,949,2372920,0.24
Marketing,Anthropic,claude-3-sonnet,2025-04,3040,8137901,122.07
Marketing,Anthropic,claude-3-haiku,2025-04,2096,6880038,20.64
Marketing,Google,gemini-1.5-pro,2025-04,318,858429,15.45
Marketing,Google,gemini-1.5-flash,2025-04,192,495693,1.98
Marketing,Cohere,command-r-plus,2025-04,305,1022561,12.27
Marketing,Cohere,embed-v3,2025-04,212,445297,0.04
Sales,OpenAI,gpt-4-turbo,2025-04,1762,4553197,136.6
Sales,OpenAI,gpt-4o,2025-04,1473,5084941,76.27
Sales,OpenAI,text-embedding-ada-002,2025-04,1063,3159743,0.32
Sales,Anthropic,claude-3-sonnet,2025-04,2889,7405094,111.08
Sales,Anthropic,claude-3-haiku,2025-04,4588,12159155,36.48
Sales,Google,gemini-1.5-pro,2025-04,503,1427810,25.7
Sales,Google,gemini-1.5-flash,2025-04,346,806237,3.22
Sales,Cohere,command-r-plus,2025-04,353,903256,10.84
Sales,Cohere,embed-v3,2025-04,287,733101,0.07
Design,OpenAI,gpt-4-turbo,2025-04,375,1156539,34.7
Design,OpenAI,gpt-4o,2025-04,419,1283459,19.25
Design,OpenAI,text-embedding-ada-002,2025-04,270,628155,0.06
Design,Anthropic,claude-3-sonnet,2025-04,1135,3093991,46.41
Design,Anthropic,claude-3-haiku,2025-04,727,2331301,6.99
Design,Google,gemini-1.5-pro,2025-04,120,338715,6.1
Design,Google,gemini-1.5-flash,2025-04,76,239382,0.96
Data,OpenAI,gpt-4-turbo,2025-04,1258,3991558,119.75
Data,OpenAI,gpt-4o,2025-04,1378,4415805,66.24
Data,OpenAI,text-embedding-ada-002,2025-04,1210,2674689,0.27
Data,Anthropic,claude-3-sonnet,2025-04,3566,10450914,156.76
Data,Anthropic,claude-3-haiku,2025-04,3704,8351858,25.06
Data,Google,gemini-1.5-pro,2025-04,264,880602,15.85
Data,Google,gemini-1.5-flash,2025-04,371,1247429,4.99
Data,Cohere,command-r-plus,2025-04,373,1080108,12.96
Data,Cohere,embed-v3,2025-04,353,1176793,0.12
Support,OpenAI,gpt-4-turbo,2025-04,2509,7398004,221.94
Support,OpenAI,gpt-4o,2025-04,1902,5156097,77.34
Support,Anthropic,claude-3-sonnet,2025-04,7308,17586073,263.79
Support,Anthropic,claude-3-haiku,2025-04,5313,13127042,39.38
Support,Google,gemini-1.5-pro,2025-04,546,1268013,22.82
Support,Google,gemini-1.5-flash,2025-04,617,2074204,8.3
Support,Cohere,command-r-plus,2025-04,649,1480940,17.77
Engineering,OpenAI,gpt-4-turbo,2025-05,1450,4414139,132.42
Engineering,OpenAI,gpt-4o,2025-05,1807,5841572,87.62
Engineering,OpenAI,text-embedding-ada-002,2025-05,2130,6803991,0.68
Engineering,Anthropic,claude-3-sonnet,2025-05,4531,13767617,206.51
Engineering,Anthropic,claude-3-haiku,2025-05,4506,15359163,46.08
Engineering,Google,gemini-1.5-pro,2025-05,567,1409997,25.38
Engineering,Google,gemini-1.5-flash,2025-05,452,1033448,4.13
Engineering,Cohere,command-r-plus,2025-05,586,1364251,16.37
Engineering,Cohere,embed-v3,2025-05,555,1330308,0.13
Marketing,OpenAI,gpt-4-turbo,2025-05,1066,3435088,103.05
Marketing,OpenAI,gpt-4o,2025-05,1134,3562208,53.43
Marketing,OpenAI,text-embedding-ada-002,2025-05,790,1684736,0.17
Marketing,Anthropic,claude-3-sonnet,2025-05,2938,7499306,112.49
Marketing,Anthropic,claude-3-haiku,2025-05,2518,5153650,15.46
Marketing,Google,gemini-1.5-pro,2025-05,224,459315,8.27
Marketing,Google,gemini-1.5-flash,2025-05,322,761560,3.05
Marketing,Cohere,command-r-plus,2025-05,271,557845,6.69
Marketing,Cohere,embed-v3,2025-05,288,715547,0.07
Sales,OpenAI,gpt-4-turbo,2025-05,1806,6017912,180.54
Sales,OpenAI,gpt-4o,2025-05,1305,4373630,65.6
Sales,OpenAI,text-embedding-ada-002,2025-05,1892,6126529,0.61
Sales,Anthropic,claude-3-sonnet,2025-05,4752,11278934,169.18
Sales,Anthropic,claude-3-haiku,2025-05,4118,8651439,25.95
Sales,Google,gemini-1.5-pro,2025-05,298,1042504,18.77
Sales,Google,gemini-1.5-flash,2025-05,352,1099041,4.4
Sales,Cohere,command-r-plus,2025-05,466,1531758,18.38
Sales,Cohere,embed-v3,2025-05,511,1207107,0.12
Design,OpenAI,gpt-4-turbo,2025-05,281,735317,22.06
Design,OpenAI,gpt-4o,2025-05,302,614158,9.21
Design,OpenAI,text-embedding-ada-002,2025-05,356,1130516,0.11
Design,Anthropic,claude-3-sonnet,2025-05,1091,2693861,40.41
Design,Anthropic,claude-3-haiku,2025-05,1147,2693187,8.08
Design,Google,gemini-1.5-pro,2025-05,74,232843,4.19
Design,Google,gemini-1.5-flash,2025-05,112,352066,1.41
Data,OpenAI,gpt-4-turbo,2025-05,879,2861742,85.85
Data,OpenAI,gpt-4o,2025-05,1302,3704311,55.56
Data,OpenAI,text-embedding-ada-002,2025-05,1306,4305424,0.43
Data,Anthropic,claude-3-sonnet,2025-05,3452,9912161,148.68
Data,Anthropic,claude-3-haiku,2025-05,4247,13314749,39.94
Data,Google,gemini-1.5-pro,2025-05,316,967306,17.41
Data,Google,gemini-1.5-flash,2025-05,306,717053,2.87
Data,Cohere,command-r-plus,2025-05,347,1177118,14.13
Data,Cohere,embed-v3,2025-05,412,1035297,0.1
Support,OpenAI,gpt-4-turbo,2025-05,2470,5724111,171.72
Support,OpenAI,gpt-4o,2025-05,3153,10946197,164.19
Support,Anthropic,claude-3-sonnet,2025-05,7151,22930547,343.96
Support,Anthropic,claude-3-haiku,2025-05,7409,21410063,64.23
Support,Google,gemini-1.5-pro,2025-05,480,1287430,23.17
Support,Google,gemini-1.5-flash,2025-05,725,2186815,8.75
Support,Cohere,command-r-plus,2025-05,606,2067998,24.82
Engineering,OpenAI,gpt-4-turbo,2025-06,1578,4340350,130.21
Engineering,OpenAI,gpt-4o,2025-06,2198,6694456,100.42
Engineering,OpenAI,text-embedding-ada-002,2025-06,2148,5182978,0.52
Engineering,Anthropic,claude-3-sonnet,2025-06,4226,12483225,187.25
Engineering,Anthropic,claude-3-haiku,2025-06,5642,12801889,38.41
Engineering,Google,gemini-1.5-pro,2025-06,598,1604289,28.88
Engineering,Google,gemini-1.5-flash,2025-06,586,1908045,7.63
Engineering,Cohere,command-r-plus,2025-06,426,864233,10.37
Engineering,Cohere,embed-v3,2025-06,621,1809933,0.18
Marketing,OpenAI,gpt-4-turbo,2025-06,1104,3595984,107.88
Marketing,OpenAI,gpt-4o,2025-06,1165,4009207,60.14
Marketing,OpenAI,text-embedding-ada-002,2025-06,1007,2751872,0.28
Marketing,Anthropic,claude-3-sonnet,2025-06,2505,5587494,83.81
Marketing,Anthropic,claude-3-haiku,2025-06,2778,6710311,20.13
Marketing,Google,gemini-1.5-pro,2025-06,333,957303,17.23
Marketing,Google,gemini-1.5-flash,2025-06,281,711600,2.85
Marketing,Cohere,command-r-plus,2025-06,194,397237,4.77
Marketing,Cohere,embed-v3,2025-06,254,540219,0.05
Sales,OpenAI,gpt-4-turbo,2025-06,1573,5224655,156.74
Sales,OpenAI,gpt-4o,2025-06,1819,5436205,81.54
Sales,OpenAI,text-embedding-ada-002,2025-06,1222,4025873,0.4
Sales,Anthropic,claude-3-sonnet,2025-06,4918,11286713,169.3
Sales,Anthropic,claude-3-haiku,2025-06,4562,11084653,33.25
Sales,Google,gemini-1.5-pro,2025-06,471,1646548,29.64
Sales,Google,gemini-1.5-flash,2025-06,286,956969,3.83
Sales,Cohere,command-r-plus,2025-06,428,1480911,17.77
Sales,Cohere,embed-v3,2025-06,390,1275721,0.13
Design,OpenAI,gpt-4-turbo,2025-06,290,725846,21.78
Design,OpenAI,gpt-4o,2025-06,291,1007737,15.12
Design,OpenAI,text-embedding-ada-002,2025-06,469,1537767,0.15
Design,Anthropic,claude-3-sonnet,2025-06,1344,2859568,42.89
Design,Anthropic,claude-3-haiku,2025-06,991,2087593,6.26
Design,Google,gemini-1.5-pro,2025-06,88,206276,3.71
Design,Google,gemini-1.5-flash,2025-06,104,249895,1.0
Data,OpenAI,gpt-4-turbo,2025-06,937,2109408,63.28
Data,OpenAI,gpt-4o,2025-06,971,3359286,50.39
Data,OpenAI,text-embedding-ada-002,2025-06,1424,4915138,0.49
Data,Anthropic,claude-3-sonnet,2025-06,3207,7753091,116.3
Data,Anthropic,claude-3-haiku,2025-06,3923,9765841,29.3
Data,Google,gemini-1.5-pro,2025-06,292,685837,12.35
Data,Google,gemini-1.5-flash,2025-06,258,615251,2.46
Data,Cohere,command-r-plus,2025-06,303,912330,10.95
Data,Cohere,embed-v3,2025-06,245,567361,0.06
Support,OpenAI,gpt-4-turbo,2025-06,2922,6487958,194.64
Support,OpenAI,gpt-4o,2025-06,2232,7358878,110.38
Support,Anthropic,claude-3-sonnet,2025-06,5278,11211027,168.17
Support,Anthropic,claude-3-haiku,2025-06,6594,16179231,48.54
Support,Google,gemini-1.5-pro,2025-06,690,2211938,39.81
Support,Google,gemini-1.5-flash,2025-06,520,1492945,5.97
Support,Cohere,command-r-plus,2025-06,667,1478150,17.74
